16:36:12.168,-1.304,9.323,-9.13,0.0,0.0
16:36:12.443,-1.318,9.1,-9.16,0.0,0.0
16:36:12.564,-1.315,8.737,-9.16,0.0,0.0
16:36:12.672,-1.291,8.458,-9.13,0.0,0.0
16:36:12.787,-1.439,8.767,-9.13,0.0,0.0
16:36:12.838,-1.472,8.75,-9.13,0.0,0.0
16:36:12.882,-1.081,8.017,-9.13,0.0,0.0
16:36:12.926,-0.534,10.001,-9.13,0.0,0.0
16:36:12.968,-0.535,10.022,-9.15,0.0,0.0
16:36:13.012,-0.532,10.03,-9.15,0.0,0.0
16:36:13.055,-1.045,7.785,-9.15,0.0,0.0
16:36:13.098,-1.051,7.77,-9.15,0.0,0.0
16:36:13.141,-1.07,7.764,-9.15,0.0,0.0
16:36:13.185,-1.203,7.763,-9.12,0.0,0.0
16:36:13.246,-1.219,7.764,-9.12,0.0,0.0
16:36:13.378,-1.222,7.737,-9.12,0.0,0.0
16:36:13.503,-5.683,9.099,-9.12,0.0,0.0
16:36:13.548,-0.52,10.085,-9.12,0.0,0.0
16:36:13.594,-0.536,10.087,-9.12,0.0,0.0
16:36:13.640,-0.536,10.087,-9.12,0.0,0.0
16:36:13.685,-0.55,10.097,-9.12,0.0,0.0
16:36:13.728,-0.55,10.097,-9.12,0.0,0.0
16:36:13.847,-0.552,10.111,-9.12,0.0,0.0
16:36:13.964,-0.56,10.127,-9.13,0.0,0.0
16:36:14.083,-6.145,4.806,-9.13,0.0,0.0
16:36:14.198,0.911,9.098,-9.13,0.0,0.0
16:36:14.327,4.064,6.23,-9.13,0.0,0.0
16:36:14.449,3.97,6.296,-9.13,0.0,0.0
16:36:14.562,-0.61,10.133,-9.13,0.0,0.0
16:36:14.675,-1.023,2.405,-9.13,0.0,0.0
16:36:14.787,-1.133,2.372,-9.13,0.0,0.0
16:36:14.902,-1.068,2.432,-9.13,0.0,0.0
16:36:15.015,-0.061,9.626,-9.15,0.0,0.0
16:36:15.130,-0.57,9.877,-9.15,0.0,0.0
16:36:15.262,-0.588,9.857,-9.15,0.0,0.0
16:36:15.379,-0.602,9.823,-9.15,0.0,0.0
16:36:15.499,-0.393,9.722,-9.15,0.0,0.0
16:36:15.621,-0.145,9.572,-9.13,0.0,0.0
16:36:15.735,-0.379,9.67,-9.13,0.0,0.0
16:36:15.848,-0.618,9.783,-9.13,0.0,0.0
16:36:15.961,0.504,8.989,-9.15,0.0,0.0
16:36:16.075,-0.364,9.688,-9.15,0.0,0.0
16:36:16.119,-0.381,9.69,-9.15,0.0,0.0
16:36:16.162,-0.43,9.696,-9.15,0.0,0.0
16:36:16.207,-0.628,9.763,-9.15,0.0,0.0
16:36:16.253,-0.668,9.75,-9.15,0.0,0.0
16:36:16.305,-0.661,9.761,-9.18,0.0,0.0
16:36:16.351,-0.507,9.694,-9.18,0.0,0.0
16:36:16.479,-2.144,9.48,-9.18,0.0,0.0
16:36:16.526,-2.232,9.732,-9.18,0.0,0.0
16:36:16.572,-2.208,9.518,-9.18,0.0,0.0
16:36:16.616,-2.164,9.249,-9.18,0.0,0.0
16:36:16.733,-0.039,9.638,-9.17,0.0,0.0
16:36:16.851,-0.158,9.643,-9.17,0.0,0.0
16:36:16.965,-0.28,9.742,-9.17,0.0,0.0
16:36:17.078,-0.157,9.874,-9.16,0.0,0.0
16:36:17.207,-0.3,9.806,-9.16,0.0,0.0
16:36:17.329,-0.334,9.83,-9.18,0.0,0.0
16:36:17.451,-0.482,9.731,-9.18,0.0,0.0
16:36:17.563,-0.472,9.632,-9.18,0.0,0.0
16:36:17.676,-0.44,9.565,-9.16,0.0,0.0
16:36:17.721,-0.353,9.586,-9.16,0.0,0.0
16:36:17.766,-0.6,9.819,-9.16,0.0,0.0
16:36:17.811,-0.61,9.838,-9.16,0.0,0.0
16:36:17.856,-0.701,9.809,-9.16,0.0,0.0
16:36:17.901,-0.718,9.811,-9.16,0.0,0.0
16:36:18.017,-0.878,9.732,-9.17,0.0,0.0
16:36:18.133,-0.825,9.838,-9.17,0.0,0.0
16:36:18.179,-0.802,9.83,-9.17,0.0,0.0
16:36:18.223,-0.832,9.821,-9.17,0.0,0.0
16:36:18.351,-0.97,9.806,-9.17,0.0,0.0
16:36:18.476,-1.025,10.078,-9.17,0.0,0.0
16:36:18.588,-1.244,10.104,-9.17,0.0,0.0
16:36:18.703,-1.32,10.027,-9.17,0.0,0.0
16:36:19.734,-0.795,9.354,-9.17,0.0,0.0
16:36:19.846,-0.545,9.715,-9.17,0.0,0.0
16:36:19.963,-0.489,9.704,-9.17,0.0,0.0
16:36:20.081,-0.684,9.823,-9.19,0.0,0.0
16:36:20.202,-0.956,8.048,-9.19,0.0,0.0
16:36:20.325,-1.209,9.486,-9.19,0.0,0.0
16:36:20.455,-0.654,8.015,-9.22,0.0,0.0
16:36:20.568,-0.656,8.048,-9.22,0.0,0.0
16:36:20.671,-0.663,8.02,-9.19,0.0,0.0
16:36:20.789,-0.795,8.058,-9.19,0.0,0.0
16:36:20.908,1.146,8.034,-9.19,0.0,0.0
16:36:21.025,-0.914,8.155,-9.2,0.0,0.0
16:36:22.829,1.26,8.197,-9.27,0.0,0.0
16:36:22.873,1.268,8.245,-9.27,0.0,0.0
16:36:22.977,1.28,8.268,-9.27,0.0,0.0
16:36:23.082,-3.825,9.296,-9.3,0.0,0.0
16:36:23.183,-0.219,6.865,-9.3,0.0,0.0
16:36:23.286,-0.242,6.882,-9.3,0.0,0.0
16:36:23.402,-3.859,9.3,-9.3,0.0,0.0
16:36:23.511,1.017,2.053,-9.3,0.0,0.0
16:36:23.621,1.026,1.994,-9.3,0.0,0.0
16:36:23.665,-0.668,7.974,-9.3,0.0,0.0
16:36:23.769,-1.034,2.468,-9.29,0.0,0.0
16:36:23.873,-3.936,9.257,-9.29,0.0,0.0
16:36:23.917,-4.117,9.212,-9.29,0.0,0.0
16:36:23.961,-4.295,9.147,-9.29,0.0,0.0
