Time,Roll_X(deg),Pitch_Y(deg),Yaw_Z(deg),Altitude(m)
15:05:13.273,0.61,0.16,-5.75,-0.09
15:05:13.295,0.61,0.16,-5.75,-0.09
15:05:13.389,0.74,0.43,-6.1,-0.09
15:05:13.395,0.74,0.43,-6.1,-0.1
15:05:13.497,1.45,0.25,-7.17,-0.1
15:05:13.525,1.45,0.25,-7.17,-0.1
15:05:13.614,0.31,0.15,-6.51,-0.1
15:05:13.638,0.31,0.15,-6.51,-0.1
15:05:13.732,-0.26,0.06,-6.03,-0.1
15:05:13.756,-0.26,0.06,-6.03,-0.11
15:05:13.860,0.17,0.03,-6.24,-0.11
15:05:13.884,0.17,0.03,-6.24,-0.11
15:05:13.968,0.17,0.03,-6.24,-0.11
15:05:13.974,0.17,0.03,-6.24,-0.11
15:05:14.083,0.77,0.23,-6.97,-0.11
15:05:14.089,0.77,0.23,-6.97,-0.12
15:05:14.202,0.82,0.37,-7.39,-0.12
15:05:14.208,0.82,0.37,-7.39,-0.13
15:05:14.315,0.82,0.37,-7.39,-0.13
15:05:14.324,0.82,0.37,-7.39,-0.13
15:05:14.433,0.9,0.11,-7.96,-0.13
15:05:14.439,0.9,0.11,-7.96,-0.14
15:05:14.550,0.9,0.11,-7.96,-0.14
15:05:14.558,0.9,0.11,-7.96,-0.14
15:05:14.662,-0.34,0.3,-7.19,-0.14
15:05:14.670,-0.34,0.3,-7.19,-0.14
15:05:14.781,-0.34,0.3,-7.19,-0.14
15:05:14.789,-0.34,0.3,-7.19,-0.14
15:05:14.899,1.11,0.06,-8.84,-0.14
15:05:14.907,1.11,0.06,-8.84,-0.15
15:05:15.017,1.11,0.06,-8.84,-0.15
15:05:15.025,1.11,0.06,-8.84,-0.15
15:05:15.128,1.11,0.06,-8.84,-0.15
15:05:15.138,1.11,0.06,-8.84,-0.15
15:05:15.216,1.11,0.06,-8.84,-0.15
15:05:15.245,1.11,0.06,-8.84,-0.15
15:05:15.340,1.11,0.06,-8.84,-0.15
15:05:15.366,1.11,0.06,-8.84,-0.15
15:05:15.479,1.11,0.06,-8.84,-0.15
15:05:15.486,1.11,0.06,-8.84,-0.15
15:05:15.560,1.11,0.06,-8.84,-0.15
15:05:15.563,1.11,0.06,-8.84,-0.15
15:05:15.674,1.11,0.06,-8.84,-0.15
15:05:15.677,1.11,0.06,-8.84,-0.15
15:05:15.789,1.11,0.06,-8.84,-0.15
15:05:15.792,1.11,0.06,-8.84,-0.15
15:05:15.904,1.11,0.06,-8.84,-0.15
15:05:15.907,1.11,0.06,-8.84,-0.15
15:05:16.020,1.11,0.06,-8.84,-0.15
15:05:16.023,1.11,0.06,-8.84,-0.15
15:05:16.133,1.11,0.06,-8.84,-0.15
15:05:16.136,1.11,0.06,-8.84,-0.15
15:05:16.248,1.11,0.06,-8.84,-0.15
15:05:16.250,1.11,0.06,-8.84,-0.15
15:05:16.362,1.11,0.06,-8.84,-0.15
15:05:16.365,1.11,0.06,-8.84,-0.15
15:05:16.477,1.11,0.06,-8.84,-0.15
15:05:16.480,1.11,0.06,-8.84,-0.15
15:05:16.592,1.11,0.06,-8.84,-0.15
15:05:16.594,1.11,0.06,-8.84,-0.15
15:05:16.707,1.11,0.06,-8.84,-0.15
15:05:16.710,1.11,0.06,-8.84,-0.15
15:05:16.825,1.11,0.06,-8.84,-0.15
15:05:16.829,1.11,0.06,-8.84,-0.15
15:05:16.940,1.11,0.06,-8.84,-0.15
15:05:16.946,1.11,0.06,-8.84,-0.15
15:05:17.051,1.11,0.06,-8.84,-0.15
15:05:17.055,1.11,0.06,-8.84,-0.15
15:05:17.168,1.11,0.06,-8.84,-0.15
15:05:17.174,1.11,0.06,-8.84,-0.15
15:05:17.284,20.07,2.24,-14.25,-0.15
15:05:17.292,20.07,2.24,-14.25,-0.22
15:05:17.403,20.07,2.24,-14.25,-0.22
15:05:17.411,20.07,2.24,-14.25,-0.22
15:05:17.516,23.47,3.15,-16.87,-0.22
15:05:17.526,23.47,3.15,-16.87,-0.23
15:05:17.628,25.88,3.53,-18.3,-0.23
15:05:17.635,25.88,3.53,-18.3,-0.23
15:05:17.739,25.88,3.53,-18.3,-0.23
15:05:17.741,25.88,3.53,-18.3,-0.23
15:05:17.857,27.22,4.6,-18.14,-0.23
15:05:17.860,27.22,4.6,-18.14,-0.24
15:05:17.970,26.87,4.12,-17.82,-0.24
15:05:17.974,26.87,4.12,-17.82,-0.24
15:05:18.083,26.87,4.12,-17.82,-0.24
15:05:18.085,26.87,4.12,-17.82,-0.24
15:05:18.200,27.76,4.3,-19.38,-0.24
15:05:18.204,27.76,4.3,-19.38,-0.25
15:05:18.315,25.64,4.69,-18.31,-0.25
15:05:18.319,25.64,4.69,-18.31,-0.25
15:05:18.429,24.23,4.53,-17.81,-0.25
15:05:18.435,24.23,4.53,-17.81,-0.26
15:05:18.542,24.23,4.53,-17.81,-0.26
15:05:18.549,24.23,4.53,-17.81,-0.26
15:05:18.665,24.23,4.53,-17.81,-0.26
15:05:18.673,24.23,4.53,-17.81,-0.26
15:05:18.775,25.72,4.23,-19.39,-0.26
15:05:18.782,25.72,4.23,-19.39,-0.26
15:05:18.899,25.83,4.33,-19.87,-0.26
15:05:18.905,25.83,4.33,-19.87,-0.27
15:05:19.008,25.83,4.33,-19.87,-0.27
15:05:19.014,25.83,4.33,-19.87,-0.27
15:05:19.130,26.23,4.28,-20.19,-0.27
15:05:19.136,26.23,4.28,-20.19,-0.27
15:05:19.246,26.23,4.28,-20.19,-0.27
15:05:19.253,26.23,4.28,-20.19,-0.27
15:05:19.363,25.89,4.47,-20.66,-0.27
15:05:19.371,25.89,4.47,-20.66,-0.28
15:05:19.474,23.58,4.76,-20.15,-0.28
15:05:19.483,23.58,4.76,-20.15,-0.28
15:05:19.594,20.0,4.97,-18.75,-0.28
15:05:19.603,20.0,4.97,-18.75,-0.28
15:05:19.705,15.66,5.72,-17.6,-0.28
15:05:19.715,15.66,5.72,-17.6,-0.29
15:05:19.804,10.33,6.44,-17.26,-0.29
15:05:19.829,10.33,6.44,-17.26,-0.29
15:05:19.922,10.33,6.44,-17.26,-0.29
15:05:19.946,10.33,6.44,-17.26,-0.29
15:05:20.040,-0.6,6.5,-17.32,-0.29
15:05:20.058,-0.6,6.5,-17.32,-0.3
15:05:20.151,-4.85,5.92,-17.61,-0.3
15:05:20.176,-4.85,5.92,-17.61,-0.31
15:05:20.270,-8.27,4.88,-17.73,-0.31
15:05:20.305,-8.27,4.88,-17.73,-0.31
15:05:20.383,-8.27,4.88,-17.73,-0.31
15:05:20.407,-8.27,4.88,-17.73,-0.31
15:05:20.504,-11.03,1.67,-17.53,-0.31
15:05:20.512,-11.03,1.67,-17.53,-0.32
15:05:20.619,-11.17,0.31,-17.14,-0.32
15:05:20.628,-11.17,0.31,-17.14,-0.33
15:05:20.740,-11.6,-0.5,-16.45,-0.33
15:05:20.771,-11.6,-0.5,-16.45,-0.33
15:05:20.851,-11.12,-0.91,-16.9,-0.33
15:05:20.859,-11.12,-0.91,-16.9,-0.33
15:05:20.965,-10.22,-1.41,-18.34,-0.33
15:05:20.975,-10.22,-1.41,-18.34,-0.34
15:05:21.103,-11.32,-1.68,-18.22,-0.34
15:05:21.109,-11.32,-1.68,-18.22,-0.34
15:05:21.200,-12.09,-1.12,-18.63,-0.34
15:05:21.208,-12.09,-1.12,-18.63,-0.34
15:05:21.318,-15.33,-0.35,-18.52,-0.34
15:05:21.329,-15.33,-0.35,-18.52,-0.35
15:05:21.435,-19.16,-0.45,-19.51,-0.35
15:05:21.444,-19.16,-0.45,-19.51,-0.35
15:05:21.546,-25.1,-1.82,-18.54,-0.35
15:05:21.554,-25.1,-1.82,-18.54,-0.35
15:05:21.666,-33.17,-2.31,-14.85,-0.35
15:05:21.677,-33.17,-2.31,-14.85,-0.35
15:05:21.782,-38.35,-2.7,-11.95,-0.35
15:05:21.793,-38.35,-2.7,-11.95,-0.35
15:05:21.868,-38.35,-2.7,-11.95,-0.35
15:05:21.910,-38.35,-2.7,-11.95,-0.35
15:05:22.012,-38.38,-4.6,-10.93,-0.35
15:05:22.024,-38.38,-4.6,-10.93,-0.36
15:05:22.097,-39.77,-5.09,-9.61,-0.36
15:05:22.140,-39.77,-5.09,-9.61,-0.36
15:05:22.212,-45.21,-4.93,-4.92,-0.36
15:05:22.215,-45.21,-4.93,-4.92,-0.36
15:05:22.327,-44.57,-5.97,-6.3,-0.36
15:05:22.330,-44.57,-5.97,-6.3,-0.36
15:05:22.441,-39.94,-6.49,-12.11,-0.36
15:05:22.444,-39.94,-6.49,-12.11,-0.35
15:05:22.556,-34.85,-6.47,-16.64,-0.35
15:05:22.559,-34.85,-6.47,-16.64,-0.35
15:05:22.671,-24.99,-6.98,-21.66,-0.35
15:05:22.673,-24.99,-6.98,-21.66,-0.36
15:05:22.785,-24.99,-6.98,-21.66,-0.36
15:05:22.788,-24.99,-6.98,-21.66,-0.36
15:05:22.900,-11.57,-6.03,-20.55,-0.36
15:05:22.903,-11.57,-6.03,-20.55,-0.36
15:05:23.015,-10.51,-4.93,-15.27,-0.36
15:05:23.018,-10.51,-4.93,-15.27,-0.36
15:05:23.130,-10.51,-4.93,-15.27,-0.36
15:05:23.132,-10.51,-4.93,-15.27,-0.36
15:05:23.244,-12.55,-3.6,-9.72,-0.36
15:05:23.247,-12.55,-3.6,-9.72,-0.37
15:05:23.359,-11.84,-3.81,-10.97,-0.37
15:05:23.362,-11.84,-3.81,-10.97,-0.37
15:05:23.474,-9.33,-3.25,-13.8,-0.37
15:05:23.476,-9.33,-3.25,-13.8,-0.37
15:05:23.588,-5.71,-2.59,-17.45,-0.37
15:05:23.591,-5.71,-2.59,-17.45,-0.38
15:05:23.703,-1.89,-1.79,-21.44,-0.38
15:05:23.706,-1.89,-1.79,-21.44,-0.38
15:05:23.818,1.78,-2.54,-26.51,-0.38
15:05:23.820,1.78,-2.54,-26.51,-0.39
15:05:23.933,6.66,-5.48,-34.39,-0.39
15:05:23.937,6.66,-5.48,-34.39,-0.4
15:05:24.047,17.52,-8.96,-48.23,-0.4
15:05:24.050,17.52,-8.96,-48.23,-0.4
15:05:24.162,33.3,-11.89,-66.39,-0.4
15:05:24.165,33.3,-11.89,-66.39,-0.41
15:05:24.277,50.89,-13.22,-85.34,-0.41
15:05:24.279,50.89,-13.22,-85.34,-0.42
15:05:24.391,61.45,-14.0,-96.2,-0.42
15:05:24.394,61.45,-14.0,-96.2,-0.43
15:05:24.506,61.45,-14.0,-96.2,-0.43
15:05:24.509,61.45,-14.0,-96.2,-0.43
15:05:24.621,89.0,-15.48,-124.18,-0.43
15:05:24.623,89.0,-15.48,-124.18,-0.44
15:05:24.739,100.57,-14.51,-137.08,-0.44
15:05:24.748,100.57,-14.51,-137.08,-0.45
15:05:24.854,103.83,-13.64,-141.97,-0.45
15:05:24.862,103.83,-13.64,-141.97,-0.46
15:05:24.970,102.97,-12.79,-142.79,-0.46
15:05:24.978,102.97,-12.79,-142.79,-0.47
15:05:25.083,103.85,-12.02,-144.65,-0.47
15:05:25.091,103.85,-12.02,-144.65,-0.48
15:05:25.199,105.77,-11.72,-146.6,-0.48
15:05:25.208,105.77,-11.72,-146.6,-0.49
15:05:25.314,105.77,-11.72,-146.6,-0.49
15:05:25.320,105.77,-11.72,-146.6,-0.49
15:05:25.428,106.12,-13.08,-146.55,-0.49
15:05:25.435,106.12,-13.08,-146.55,-0.5
15:05:25.545,105.0,-13.7,-146.39,-0.5
15:05:25.553,105.0,-13.7,-146.39,-0.5
15:05:25.659,103.27,-14.13,-145.96,-0.5
15:05:25.665,103.27,-14.13,-145.96,-0.51
15:05:25.775,103.27,-14.13,-145.96,-0.51
15:05:25.784,103.27,-14.13,-145.96,-0.51
15:05:25.897,103.39,-14.24,-146.1,-0.51
15:05:25.907,103.39,-14.24,-146.1,-0.53
15:05:26.010,103.76,-14.18,-145.89,-0.53
15:05:26.019,103.76,-14.18,-145.89,-0.53
15:05:26.127,103.76,-14.18,-145.89,-0.53
15:05:26.134,103.76,-14.18,-145.89,-0.53
15:05:26.245,103.76,-14.18,-145.89,-0.53
15:05:26.255,103.76,-14.18,-145.89,-0.53
15:05:26.347,103.76,-14.18,-145.89,-0.53
15:05:26.354,103.76,-14.18,-145.89,-0.53
15:05:26.464,103.76,-14.18,-145.89,-0.53
15:05:26.474,103.76,-14.18,-145.89,-0.53
15:05:26.579,103.76,-14.18,-145.89,-0.53
15:05:26.587,103.76,-14.18,-145.89,-0.53
15:05:26.700,103.76,-14.18,-145.89,-0.53
15:05:26.709,103.76,-14.18,-145.89,-0.53
15:05:26.818,103.76,-14.18,-145.89,-0.53
15:05:26.830,103.76,-14.18,-145.89,-0.53
15:05:26.937,103.76,-14.18,-145.89,-0.53
15:05:26.950,103.76,-14.18,-145.89,-0.53
15:05:27.048,103.76,-14.18,-145.89,-0.53
15:05:27.057,103.76,-14.18,-145.89,-0.53
15:05:27.169,103.76,-14.18,-145.89,-0.53
15:05:27.179,103.76,-14.18,-145.89,-0.53
15:05:27.279,103.76,-14.18,-145.89,-0.53
15:05:27.290,103.76,-14.18,-145.89,-0.53
15:05:27.402,103.76,-14.18,-145.89,-0.53
15:05:27.412,103.76,-14.18,-145.89,-0.53
15:05:27.517,103.76,-14.18,-145.89,-0.53
15:05:27.529,103.76,-14.18,-145.89,-0.53
15:05:27.634,103.76,-14.18,-145.89,-0.53
15:05:27.644,103.76,-14.18,-145.89,-0.53
15:05:27.747,103.76,-14.18,-145.89,-0.53
15:05:27.757,103.76,-14.18,-145.89,-0.53
15:05:27.832,103.76,-14.18,-145.89,-0.53
15:05:27.861,103.76,-14.18,-145.89,-0.53
15:05:27.947,103.76,-14.18,-145.89,-0.53
15:05:27.979,103.76,-14.18,-145.89,-0.53
15:05:28.061,103.76,-14.18,-145.89,-0.53
15:05:28.064,103.76,-14.18,-145.89,-0.53
15:05:28.176,103.76,-14.18,-145.89,-0.53
15:05:28.179,103.76,-14.18,-145.89,-0.53
15:05:28.291,103.76,-14.18,-145.89,-0.53
15:05:28.293,103.76,-14.18,-145.89,-0.53
15:05:28.405,103.76,-14.18,-145.89,-0.53
15:05:28.408,103.76,-14.18,-145.89,-0.53
15:05:28.520,103.76,-14.18,-145.89,-0.53
15:05:28.523,103.76,-14.18,-145.89,-0.53
15:05:28.635,10.52,-11.64,-57.37,-0.53
15:05:28.637,10.52,-11.64,-57.37,-0.65
15:05:28.749,8.2,-10.87,-54.88,-0.65
15:05:28.752,8.2,-10.87,-54.88,-0.66
15:05:28.864,5.52,-9.35,-51.82,-0.66
15:05:28.867,5.52,-9.35,-51.82,-0.66
15:05:28.979,5.52,-9.35,-51.82,-0.66
15:05:28.981,5.52,-9.35,-51.82,-0.66
15:05:29.094,5.17,-7.62,-50.21,-0.66
15:05:29.097,5.17,-7.62,-50.21,-0.67
15:05:29.208,7.28,-7.51,-51.82,-0.67
15:05:29.211,7.28,-7.51,-51.82,-0.68
15:05:29.323,7.28,-7.51,-51.82,-0.68
15:05:29.326,7.28,-7.51,-51.82,-0.68
15:05:29.437,7.61,-7.5,-52.7,-0.68
15:05:29.440,7.61,-7.5,-52.7,-0.69
15:05:29.552,5.75,-7.98,-51.32,-0.69
15:05:29.555,5.75,-7.98,-51.32,-0.7
15:05:29.667,5.75,-7.98,-51.32,-0.7
15:05:29.670,5.75,-7.98,-51.32,-0.7
15:05:29.782,7.22,-7.31,-53.2,-0.7
15:05:29.784,7.22,-7.31,-53.2,-0.71
15:05:29.896,7.22,-7.31,-53.2,-0.71
15:05:29.899,7.22,-7.31,-53.2,-0.71
15:05:30.011,1.12,-5.33,-46.33,-0.71
15:05:30.014,1.12,-5.33,-46.33,-0.72
15:05:30.126,1.12,-5.33,-46.33,-0.72
15:05:30.128,1.12,-5.33,-46.33,-0.72
15:05:30.240,-14.7,6.16,-29.61,-0.72
15:05:30.243,-14.7,6.16,-29.61,-0.73
15:05:30.355,-17.33,11.81,-25.53,-0.73
15:05:30.358,-17.33,11.81,-25.53,-0.73
15:05:30.470,-18.67,14.8,-22.58,-0.73
15:05:30.473,-18.67,14.8,-22.58,-0.74
15:05:30.588,-19.68,18.71,-20.06,-0.74
15:05:30.592,-19.68,18.71,-20.06,-0.74
15:05:30.699,-19.68,18.71,-20.06,-0.74
15:05:30.702,-19.68,18.71,-20.06,-0.74
15:05:30.818,-19.68,18.71,-20.06,-0.74
15:05:30.822,-19.68,18.71,-20.06,-0.74
15:05:30.935,-18.94,38.54,-14.37,-0.74
15:05:30.943,-18.94,38.54,-14.37,-0.76
15:05:31.049,-18.94,38.54,-14.37,-0.76
15:05:31.057,-18.94,38.54,-14.37,-0.76
15:05:31.165,-18.86,39.7,-14.29,-0.76
15:05:31.172,-18.86,39.7,-14.29,-0.77
15:05:31.277,-18.86,39.7,-14.29,-0.77
15:05:31.283,-18.86,39.7,-14.29,-0.77
15:05:31.394,-19.58,37.61,-17.29,-0.77
15:05:31.402,-19.58,37.61,-17.29,-0.77
15:05:31.507,-19.15,36.16,-18.58,-0.77
15:05:31.515,-19.15,36.16,-18.58,-0.77
15:05:31.626,-18.91,34.63,-19.23,-0.77
15:05:31.634,-18.91,34.63,-19.23,-0.77
15:05:31.744,-18.65,34.72,-18.89,-0.77
15:05:31.753,-18.65,34.72,-18.89,-0.77
15:05:31.863,-17.49,34.47,-18.31,-0.77
15:05:31.871,-17.49,34.47,-18.31,-0.77
15:05:31.980,-16.49,32.97,-18.04,-0.77
15:05:31.992,-16.49,32.97,-18.04,-0.77
15:05:32.081,-16.35,31.48,-17.96,-0.77
15:05:32.100,-16.35,31.48,-17.96,-0.77
15:05:32.209,-16.48,30.71,-17.87,-0.77
15:05:32.218,-16.48,30.71,-17.87,-0.77
15:05:32.313,-16.48,30.71,-17.87,-0.77
15:05:32.331,-16.48,30.71,-17.87,-0.77
15:05:32.424,-17.54,28.02,-17.65,-0.77
15:05:32.452,-17.54,28.02,-17.65,-0.77
15:05:32.542,-18.7,26.26,-17.68,-0.77
15:05:32.548,-18.7,26.26,-17.68,-0.77
15:05:32.653,-19.51,25.36,-17.59,-0.77
15:05:32.677,-19.51,25.36,-17.59,-0.77
15:05:32.771,-19.37,24.48,-17.62,-0.77
15:05:32.776,-19.37,24.48,-17.62,-0.77
15:05:32.883,-19.1,23.88,-17.6,-0.77
15:05:32.905,-19.1,23.88,-17.6,-0.77
15:05:32.997,-18.62,22.38,-18.2,-0.77
15:05:33.020,-18.62,22.38,-18.2,-0.77
15:05:33.125,-18.12,19.47,-19.76,-0.77
15:05:33.134,-18.12,19.47,-19.76,-0.77
15:05:33.224,-17.26,15.35,-22.06,-0.77
15:05:33.247,-17.26,15.35,-22.06,-0.77
15:05:33.345,-14.97,10.64,-24.74,-0.77
15:05:33.373,-14.97,10.64,-24.74,-0.77
15:05:33.457,-14.97,10.64,-24.74,-0.77
15:05:33.480,-14.97,10.64,-24.74,-0.77
15:05:33.572,-4.78,-0.22,-34.08,-0.77
15:05:33.597,-4.78,-0.22,-34.08,-0.77
15:05:33.687,-4.78,-0.22,-34.08,-0.77
15:05:33.697,-4.78,-0.22,-34.08,-0.77
15:05:33.801,3.66,-3.64,-45.49,-0.77
15:05:33.807,3.66,-3.64,-45.49,-0.77
15:05:33.917,2.27,-5.88,-46.5,-0.77
15:05:33.944,2.27,-5.88,-46.5,-0.77
15:05:34.040,2.27,-5.88,-46.5,-0.77
15:05:34.049,2.27,-5.88,-46.5,-0.77
15:05:34.153,-5.65,-6.41,-38.67,-0.77
15:05:34.162,-5.65,-6.41,-38.67,-0.77
15:05:34.268,-10.46,-4.39,-32.04,-0.77
15:05:34.278,-10.46,-4.39,-32.04,-0.77
15:05:34.381,-10.2,-1.6,-30.16,-0.77
15:05:34.390,-10.2,-1.6,-30.16,-0.77
15:05:34.498,-9.16,0.09,-30.07,-0.77
15:05:34.509,-9.16,0.09,-30.07,-0.77
15:05:34.613,-9.16,0.09,-30.07,-0.77
15:05:34.619,-9.16,0.09,-30.07,-0.77
15:05:34.733,-2.6,0.42,-36.72,-0.77
15:05:34.742,-2.6,0.42,-36.72,-0.78
15:05:34.847,-3.31,-0.38,-36.59,-0.78
15:05:34.861,-3.31,-0.38,-36.59,-0.78
15:05:34.972,-4.12,-0.18,-35.65,-0.78
15:05:34.983,-4.12,-0.18,-35.65,-0.78
15:05:35.082,-2.48,0.63,-36.78,-0.78
15:05:35.092,-2.48,0.63,-36.78,-0.78
15:05:35.201,-1.94,1.34,-37.49,-0.78
15:05:35.212,-1.94,1.34,-37.49,-0.78
15:05:35.287,-6.13,3.41,-34.86,-0.78
15:05:35.290,-6.13,3.41,-34.86,-0.79
15:05:35.423,-10.17,5.85,-31.5,-0.79
15:05:35.431,-10.17,5.85,-31.5,-0.79
15:05:35.533,-12.42,8.53,-28.13,-0.79
15:05:35.539,-12.42,8.53,-28.13,-0.79
15:05:35.648,-13.66,11.49,-25.33,-0.79
15:05:35.658,-13.66,11.49,-25.33,-0.8
15:05:35.769,-14.14,14.36,-24.0,-0.8
15:05:35.778,-14.14,14.36,-24.0,-0.8
15:05:35.861,-13.72,15.95,-24.25,-0.8
15:05:35.897,-13.72,15.95,-24.25,-0.8
15:05:35.976,-13.72,15.95,-24.25,-0.8
15:05:35.978,-13.72,15.95,-24.25,-0.8
15:05:36.090,-11.94,15.05,-26.82,-0.8
15:05:36.094,-11.94,15.05,-26.82,-0.8
15:05:36.205,-11.95,14.63,-27.48,-0.8
15:05:36.208,-11.95,14.63,-27.48,-0.8
15:05:36.320,-11.95,14.63,-27.48,-0.8
15:05:36.322,-11.95,14.63,-27.48,-0.8
15:05:36.434,-11.59,13.11,-27.61,-0.8
15:05:36.437,-11.59,13.11,-27.61,-0.8
15:05:36.549,-10.89,12.93,-27.61,-0.8
15:05:36.552,-10.89,12.93,-27.61,-0.8
15:05:36.664,-9.83,11.74,-28.05,-0.8
15:05:36.666,-9.83,11.74,-28.05,-0.8
15:05:36.778,-9.28,10.7,-28.39,-0.8
15:05:36.781,-9.28,10.7,-28.39,-0.8
15:05:36.893,-9.18,9.42,-28.67,-0.8
15:05:36.896,-9.18,9.42,-28.67,-0.8
15:05:37.008,-8.74,7.99,-29.18,-0.8
15:05:37.011,-8.74,7.99,-29.18,-0.8
15:05:37.123,-8.14,6.57,-29.94,-0.8
15:05:37.126,-8.14,6.57,-29.94,-0.8
15:05:37.237,-8.14,6.57,-29.94,-0.8
15:05:37.240,-8.14,6.57,-29.94,-0.8
15:05:37.352,-8.14,6.57,-29.94,-0.8
15:05:37.355,-8.14,6.57,-29.94,-0.8
15:05:37.466,-8.14,6.57,-29.94,-0.8
15:05:37.469,-8.14,6.57,-29.94,-0.8
15:05:37.581,-8.14,6.57,-29.94,-0.8
15:05:37.584,-8.14,6.57,-29.94,-0.8
15:05:37.696,-8.14,6.57,-29.94,-0.8
15:05:37.698,-8.14,6.57,-29.94,-0.8
15:05:37.814,-8.14,6.57,-29.94,-0.8
15:05:37.820,-8.14,6.57,-29.94,-0.8
15:05:37.925,-8.14,6.57,-29.94,-0.8
15:05:37.928,-8.14,6.57,-29.94,-0.8
15:05:38.044,-8.14,6.57,-29.94,-0.8
15:05:38.052,-8.14,6.57,-29.94,-0.8
15:05:38.159,-8.14,6.57,-29.94,-0.8
15:05:38.167,-8.14,6.57,-29.94,-0.8
15:05:38.272,-8.14,6.57,-29.94,-0.8
15:05:38.279,-8.14,6.57,-29.94,-0.8
15:05:38.387,-8.14,6.57,-29.94,-0.8
15:05:38.393,-8.14,6.57,-29.94,-0.8
15:05:38.501,-8.14,6.57,-29.94,-0.8
15:05:38.509,-8.14,6.57,-29.94,-0.8
15:05:38.619,-8.14,6.57,-29.94,-0.8
15:05:38.626,-8.14,6.57,-29.94,-0.8
15:05:38.732,-8.14,6.57,-29.94,-0.8
15:05:38.739,-8.14,6.57,-29.94,-0.8
15:05:38.851,-8.14,6.57,-29.94,-0.8
15:05:38.857,-8.14,6.57,-29.94,-0.8
15:05:38.962,-8.14,6.57,-29.94,-0.8
