Time,Roll_X(deg),Pitch_Y(deg),Yaw_Z(deg),Altitude(m)
14:57:24.537,-0.14,0.0,-21.9,-0.04
14:57:24.541,-0.14,0.0,-21.9,-0.08
14:57:24.651,-0.14,0.0,-21.9,-0.08
14:57:24.657,-0.14,0.0,-21.9,-0.08
14:57:24.767,-0.14,0.0,-21.9,-0.08
14:57:24.771,-0.14,0.0,-21.9,-0.08
14:57:24.886,-0.14,0.0,-21.9,-0.08
14:57:24.891,-0.14,0.0,-21.9,-0.08
14:57:25.004,-0.14,0.0,-21.9,-0.08
14:57:25.012,-0.14,0.0,-21.9,-0.08
14:57:25.119,0.0,0.02,-22.92,-0.08
14:57:25.129,0.0,0.02,-22.92,-0.12
14:57:25.232,0.0,0.02,-22.92,-0.12
14:57:25.243,0.0,0.02,-22.92,-0.12
14:57:25.346,0.0,0.02,-22.92,-0.12
14:57:25.354,0.0,0.02,-22.92,-0.12
14:57:25.457,0.0,0.02,-22.92,-0.12
14:57:25.463,0.0,0.02,-22.92,-0.12
14:57:25.571,0.0,0.02,-22.92,-0.12
14:57:25.579,0.0,0.02,-22.92,-0.12
14:57:25.687,0.0,0.03,-23.81,-0.12
14:57:25.695,0.0,0.03,-23.81,-0.15
14:57:25.804,0.0,0.03,-23.81,-0.15
14:57:25.810,0.0,0.03,-23.81,-0.15
14:57:25.921,0.01,-0.01,-24.18,-0.15
14:57:25.929,0.01,-0.01,-24.18,-0.17
14:57:26.034,0.01,-0.01,-24.18,-0.17
14:57:26.042,0.01,-0.01,-24.18,-0.17
14:57:26.154,0.01,-0.01,-24.18,-0.17
14:57:26.163,0.01,-0.01,-24.18,-0.17
14:57:26.271,0.01,-0.01,-24.18,-0.17
14:57:26.279,0.01,-0.01,-24.18,-0.17
14:57:26.369,-0.16,-0.11,-24.74,-0.17
14:57:26.394,-0.16,-0.11,-24.74,-0.19
14:57:26.484,-0.16,-0.11,-24.74,-0.19
14:57:26.508,-0.16,-0.11,-24.74,-0.19
14:57:26.601,-0.16,-0.11,-24.74,-0.19
14:57:26.624,-0.16,-0.11,-24.74,-0.19
14:57:26.712,-0.16,-0.11,-24.74,-0.19
14:57:26.735,-0.16,-0.11,-24.74,-0.19
14:57:26.843,-0.16,-0.11,-24.74,-0.19
14:57:26.856,-0.16,-0.11,-24.74,-0.19
14:57:26.956,-0.16,-0.11,-24.74,-0.19
14:57:26.965,-0.16,-0.11,-24.74,-0.19
14:57:27.071,-0.16,-0.11,-24.74,-0.19
14:57:27.080,-0.16,-0.11,-24.74,-0.19
14:57:27.173,0.08,0.03,-26.21,-0.19
14:57:27.197,0.08,0.03,-26.21,-0.24
14:57:27.289,0.08,0.03,-26.21,-0.24
14:57:27.309,0.08,0.03,-26.21,-0.24
14:57:27.403,-0.23,0.01,-26.28,-0.24
14:57:27.426,-0.23,0.01,-26.28,-0.25
14:57:27.520,-0.25,-0.04,-26.43,-0.25
14:57:27.526,-0.25,-0.04,-26.43,-0.26
14:57:27.634,-0.25,-0.04,-26.43,-0.26
14:57:27.640,-0.25,-0.04,-26.43,-0.26
14:57:27.756,-0.25,-0.04,-26.43,-0.26
14:57:27.761,-0.25,-0.04,-26.43,-0.26
14:57:27.873,-0.1,-0.05,-27.11,-0.26
14:57:27.887,-0.1,-0.05,-27.11,-0.27
14:57:27.981,-0.23,-0.04,-27.16,-0.27
14:57:27.988,-0.23,-0.04,-27.16,-0.28
14:57:28.099,-0.23,-0.04,-27.16,-0.28
14:57:28.104,-0.23,-0.04,-27.16,-0.28
14:57:28.210,-0.23,-0.04,-27.16,-0.28
14:57:28.218,-0.23,-0.04,-27.16,-0.28
14:57:28.330,-0.08,-0.03,-27.85,-0.28
14:57:28.338,-0.08,-0.03,-27.85,-0.3
14:57:28.449,-0.08,-0.03,-27.85,-0.3
14:57:28.458,-0.08,-0.03,-27.85,-0.3
14:57:28.576,-0.08,-0.03,-27.85,-0.3
14:57:28.585,-0.08,-0.03,-27.85,-0.3
14:57:28.690,-0.08,-0.03,-27.85,-0.3
14:57:28.699,-0.08,-0.03,-27.85,-0.3
14:57:28.796,-0.08,-0.03,-27.85,-0.3
14:57:28.809,-0.08,-0.03,-27.85,-0.3
14:57:28.914,-0.1,-0.04,-28.71,-0.3
14:57:28.923,-0.1,-0.04,-28.71,-0.33
14:57:29.023,-0.1,-0.04,-28.71,-0.33
14:57:29.036,-0.1,-0.04,-28.71,-0.33
14:57:29.143,-0.1,-0.04,-28.71,-0.33
14:57:29.154,-0.1,-0.04,-28.71,-0.33
14:57:29.261,-0.08,0.07,-29.27,-0.33
14:57:29.272,-0.08,0.07,-29.27,-0.33
14:57:29.349,-0.08,0.07,-29.27,-0.33
14:57:29.387,-0.08,0.07,-29.27,-0.33
14:57:29.464,-0.08,0.07,-29.27,-0.33
14:57:29.498,-0.08,0.07,-29.27,-0.33
14:57:29.578,-0.08,0.07,-29.27,-0.33
14:57:29.617,-0.08,0.07,-29.27,-0.33
14:57:29.693,-0.08,0.07,-29.27,-0.33
14:57:29.696,-0.08,0.07,-29.27,-0.33
14:57:29.808,-0.11,-0.04,-30.14,-0.33
14:57:29.810,-0.11,-0.04,-30.14,-0.35
14:57:29.923,-0.11,-0.04,-30.14,-0.35
14:57:29.925,-0.11,-0.04,-30.14,-0.35
14:57:30.037,-0.11,-0.04,-30.14,-0.35
14:57:30.040,-0.11,-0.04,-30.14,-0.35
14:57:30.152,-0.11,-0.04,-30.14,-0.35
14:57:30.155,-0.11,-0.04,-30.14,-0.35
14:57:30.267,-0.11,-0.04,-30.14,-0.35
14:57:30.269,-0.11,-0.04,-30.14,-0.35
14:57:30.381,-0.11,-0.04,-30.14,-0.35
14:57:30.384,-0.11,-0.04,-30.14,-0.35
14:57:30.496,-0.25,-0.08,-31.08,-0.35
14:57:30.499,-0.25,-0.08,-31.08,-0.37
14:57:30.611,-0.25,-0.08,-31.08,-0.37
14:57:30.614,-0.25,-0.08,-31.08,-0.37
14:57:30.725,-0.25,-0.08,-31.08,-0.37
14:57:30.728,-0.25,-0.08,-31.08,-0.37
14:57:30.840,-0.25,-0.08,-31.08,-0.37
14:57:30.843,-0.25,-0.08,-31.08,-0.37
14:57:30.955,-0.25,-0.08,-31.08,-0.37
14:57:30.957,-0.25,-0.08,-31.08,-0.37
14:57:31.069,-0.37,-0.1,-31.87,-0.37
14:57:31.072,-0.37,-0.1,-31.87,-0.38
14:57:31.184,-0.37,-0.1,-31.87,-0.38
14:57:31.187,-0.37,-0.1,-31.87,-0.38
14:57:31.299,-0.37,-0.1,-31.87,-0.38
14:57:31.302,-0.37,-0.1,-31.87,-0.38
14:57:31.413,-0.37,-0.1,-31.87,-0.38
14:57:31.416,-0.37,-0.1,-31.87,-0.38
14:57:31.528,-0.07,0.02,-32.86,-0.38
14:57:31.531,-0.07,0.02,-32.86,-0.39
14:57:31.643,-0.07,0.02,-32.86,-0.39
14:57:31.646,-0.07,0.02,-32.86,-0.39
14:57:31.757,-0.07,0.02,-32.86,-0.39
14:57:31.760,-0.07,0.02,-32.86,-0.39
14:57:31.872,-0.07,0.02,-32.86,-0.39
14:57:31.875,-0.07,0.02,-32.86,-0.39
14:57:31.987,-0.07,0.02,-32.86,-0.39
14:57:31.989,-0.07,0.02,-32.86,-0.39
14:57:32.101,-0.06,0.03,-33.76,-0.39
14:57:32.105,-0.06,0.03,-33.76,-0.4
14:57:32.216,-0.06,0.03,-33.76,-0.4
14:57:32.219,-0.06,0.03,-33.76,-0.4
14:57:32.331,-0.06,0.03,-33.76,-0.4
14:57:32.333,-0.06,0.03,-33.76,-0.4
14:57:32.445,-0.06,0.03,-33.76,-0.4
14:57:32.448,-0.06,0.03,-33.76,-0.4
14:57:32.560,-0.06,0.03,-33.76,-0.4
14:57:32.563,-0.06,0.03,-33.76,-0.4
14:57:32.675,-0.06,0.03,-33.76,-0.4
14:57:32.677,-0.06,0.03,-33.76,-0.4
14:57:32.789,-0.06,0.03,-33.76,-0.4
14:57:32.792,-0.06,0.03,-33.76,-0.4
14:57:32.904,-0.06,0.03,-33.76,-0.4
14:57:32.907,-0.06,0.03,-33.76,-0.4
14:57:33.023,-0.06,0.03,-33.76,-0.4
14:57:33.027,-0.06,0.03,-33.76,-0.4
14:57:33.138,-0.06,0.03,-33.76,-0.4
14:57:33.145,-0.06,0.03,-33.76,-0.4
14:57:33.255,-0.06,0.03,-33.76,-0.4
14:57:33.264,-0.06,0.03,-33.76,-0.4
14:57:33.366,-0.06,0.03,-33.76,-0.4
14:57:33.374,-0.06,0.03,-33.76,-0.4
14:57:33.482,-0.06,0.03,-33.76,-0.4
14:57:33.489,-0.06,0.03,-33.76,-0.4
14:57:33.594,-0.06,0.03,-33.76,-0.4
14:57:33.601,-0.06,0.03,-33.76,-0.4
14:57:33.711,-0.06,0.03,-33.76,-0.4
14:57:33.719,-0.06,0.03,-33.76,-0.4
14:57:33.825,-0.06,0.03,-33.76,-0.4
14:57:33.832,-0.06,0.03,-33.76,-0.4
14:57:33.946,-0.06,0.03,-33.76,-0.4
14:57:33.954,-0.06,0.03,-33.76,-0.4
14:57:34.059,-0.06,0.03,-33.76,-0.4
14:57:34.066,-0.06,0.03,-33.76,-0.4
14:57:34.174,-0.06,0.03,-33.76,-0.4
14:57:34.181,-0.06,0.03,-33.76,-0.4
14:57:34.285,-0.06,0.03,-33.76,-0.4
14:57:34.293,-0.06,0.03,-33.76,-0.4
14:57:34.399,-0.06,0.03,-33.76,-0.4
14:57:34.405,-0.06,0.03,-33.76,-0.4
14:57:34.515,-0.06,0.03,-33.76,-0.4
14:57:34.520,-0.06,0.03,-33.76,-0.4
14:57:34.630,0.02,0.0,-37.63,-0.4
14:57:34.639,0.02,0.0,-37.63,-0.38
14:57:34.744,-0.19,0.01,-37.61,-0.38
14:57:34.753,-0.19,0.01,-37.61,-0.38
14:57:34.858,-0.19,0.01,-37.61,-0.38
14:57:34.866,-0.19,0.01,-37.61,-0.38
14:57:34.979,-0.19,0.01,-37.61,-0.38
14:57:34.988,-0.19,0.01,-37.61,-0.38
14:57:35.090,-0.19,0.01,-37.61,-0.38
14:57:35.100,-0.19,0.01,-37.61,-0.38
14:57:35.210,-0.19,0.01,-37.61,-0.38
14:57:35.220,-0.19,0.01,-37.61,-0.38
14:57:35.332,-0.31,-0.12,-38.39,-0.38
14:57:35.341,-0.31,-0.12,-38.39,-0.35
14:57:35.457,-0.31,-0.12,-38.39,-0.35
14:57:35.464,-0.31,-0.12,-38.39,-0.35
14:57:35.547,-0.02,-0.03,-39.03,-0.35
14:57:35.554,-0.02,-0.03,-39.03,-0.35
14:57:35.667,-0.23,0.02,-39.01,-0.35
14:57:35.676,-0.23,0.02,-39.01,-0.34
14:57:35.783,-0.23,0.02,-39.01,-0.34
14:57:35.790,-0.23,0.02,-39.01,-0.34
14:57:35.892,-0.23,0.02,-39.01,-0.34
14:57:35.899,-0.23,0.02,-39.01,-0.34
14:57:36.005,-0.23,0.02,-39.01,-0.34
14:57:36.011,-0.23,0.02,-39.01,-0.34
14:57:36.120,-0.23,0.02,-39.01,-0.34
14:57:36.127,-0.23,0.02,-39.01,-0.34
14:57:36.233,-0.23,0.02,-39.01,-0.34
14:57:36.240,-0.23,0.02,-39.01,-0.34
14:57:36.349,-0.23,0.02,-39.01,-0.34
14:57:36.354,-0.23,0.02,-39.01,-0.34
14:57:36.463,0.0,0.02,-40.46,-0.34
14:57:36.471,0.0,0.02,-40.46,-0.33
14:57:36.577,-0.21,0.05,-40.45,-0.33
14:57:36.585,-0.21,0.05,-40.45,-0.33
14:57:36.694,-0.21,0.05,-40.45,-0.33
14:57:36.705,-0.21,0.05,-40.45,-0.33
14:57:36.810,-0.21,0.05,-40.45,-0.33
14:57:36.819,-0.21,0.05,-40.45,-0.33
14:57:36.931,-0.1,0.04,-41.09,-0.33
14:57:36.940,-0.1,0.04,-41.09,-0.32
14:57:37.037,-0.1,0.04,-41.09,-0.32
14:57:37.047,-0.1,0.04,-41.09,-0.32
14:57:37.158,-0.08,-0.01,-41.47,-0.32
14:57:37.165,-0.08,-0.01,-41.47,-0.32
14:57:37.267,-0.08,-0.01,-41.47,-0.32
14:57:37.275,-0.08,-0.01,-41.47,-0.32
14:57:37.382,-0.12,0.05,-41.78,-0.32
14:57:37.391,-0.12,0.05,-41.78,-0.32
14:57:37.500,-0.12,0.05,-41.78,-0.32
14:57:37.510,-0.12,0.05,-41.78,-0.32
14:57:37.621,-0.07,-0.02,-42.19,-0.32
14:57:37.630,-0.07,-0.02,-42.19,-0.32
14:57:37.735,-0.07,-0.02,-42.19,-0.32
14:57:37.744,-0.07,-0.02,-42.19,-0.32
14:57:37.852,-0.01,0.07,-42.61,-0.32
14:57:37.861,-0.01,0.07,-42.61,-0.32
14:57:37.968,-0.01,0.07,-42.61,-0.32
14:57:37.978,-0.01,0.07,-42.61,-0.32
14:57:38.065,-0.01,0.07,-42.61,-0.32
14:57:38.085,-0.01,0.07,-42.61,-0.32
14:57:38.181,-0.11,0.03,-43.06,-0.32
14:57:38.203,-0.11,0.03,-43.06,-0.33
14:57:38.300,-0.11,0.03,-43.06,-0.33
14:57:38.305,-0.11,0.03,-43.06,-0.33
14:57:38.416,-0.11,0.03,-43.06,-0.33
14:57:38.426,-0.11,0.03,-43.06,-0.33
14:57:38.529,-0.11,0.03,-43.06,-0.33
14:57:38.536,-0.11,0.03,-43.06,-0.33
14:57:38.643,-0.12,0.08,-43.77,-0.33
14:57:38.657,-0.12,0.08,-43.77,-0.32
14:57:38.755,-0.12,0.08,-43.77,-0.32
14:57:38.768,-0.12,0.08,-43.77,-0.32
14:57:38.874,-0.1,0.07,-44.15,-0.32
14:57:38.882,-0.1,0.07,-44.15,-0.32
14:57:38.995,-0.1,0.07,-44.15,-0.32
14:57:39.000,-0.1,0.07,-44.15,-0.32
14:57:39.113,-0.1,0.07,-44.15,-0.32
14:57:39.121,-0.1,0.07,-44.15,-0.32
14:57:39.222,0.08,-0.1,-44.85,-0.32
14:57:39.235,0.08,-0.1,-44.85,-0.32
14:57:39.335,0.08,-0.1,-44.85,-0.32
14:57:39.355,0.08,-0.1,-44.85,-0.32
14:57:39.460,0.8,1.79,-45.26,-0.32
14:57:39.470,0.8,1.79,-45.26,-0.32
14:57:39.572,0.8,1.79,-45.26,-0.32
14:57:39.584,0.8,1.79,-45.26,-0.32
14:57:39.698,0.8,1.79,-45.26,-0.32
14:57:39.706,0.8,1.79,-45.26,-0.32
14:57:39.808,0.85,4.75,-39.51,-0.32
14:57:39.817,0.85,4.75,-39.51,-0.31
14:57:39.925,0.85,4.75,-39.51,-0.31
14:57:39.941,0.85,4.75,-39.51,-0.31
14:57:40.014,0.85,4.75,-39.51,-0.31
14:57:40.051,0.85,4.75,-39.51,-0.31
14:57:40.158,0.85,4.75,-39.51,-0.31
14:57:40.166,0.85,4.75,-39.51,-0.31
14:57:40.266,9.11,-4.66,-44.38,-0.31
14:57:40.278,9.11,-4.66,-44.38,-0.31
14:57:40.372,11.56,-5.31,-46.59,-0.31
14:57:40.383,11.56,-5.31,-46.59,-0.3
14:57:40.494,11.56,-5.31,-46.59,-0.3
14:57:40.507,11.56,-5.31,-46.59,-0.3
14:57:40.617,11.56,-5.31,-46.59,-0.3
