Time,Roll_X(deg),Pitch_Y(deg),Yaw_Z(deg),Altitude(m)
15:00:25.066,25.79,-66.47,331.94,0.0
15:00:25.069,25.79,-66.47,331.94,33.32
15:00:25.183,25.79,-66.47,331.94,33.32
15:00:25.197,25.79,-66.47,331.94,33.32
15:00:25.304,25.97,-66.56,327.99,33.32
15:00:25.319,25.97,-66.56,327.99,33.34
15:00:25.420,25.97,-66.56,327.99,33.34
15:00:25.433,25.97,-66.56,327.99,33.34
15:00:25.531,25.98,-66.49,327.64,33.34
15:00:25.543,25.98,-66.49,327.64,33.34
15:00:25.651,25.98,-66.49,327.64,33.34
15:00:25.663,25.98,-66.49,327.64,33.34
15:00:25.779,25.98,-66.49,327.64,33.34
15:00:25.790,25.98,-66.49,327.64,33.34
15:00:25.894,25.98,-66.49,327.64,33.34
15:00:25.906,25.98,-66.49,327.64,33.34
15:00:26.012,25.98,-66.49,327.64,33.34
15:00:26.024,25.98,-66.49,327.64,33.34
15:00:26.128,25.93,-66.53,326.78,33.34
15:00:26.139,25.93,-66.53,326.78,33.34
15:00:26.238,0.0,0.0,0.0,0.0
15:00:26.250,0.0,0.0,0.0,0.0
15:00:26.328,0.0,0.0,0.0,0.0
15:00:26.364,0.0,0.0,0.0,0.0
15:00:26.442,0.0,0.0,0.0,0.0
15:00:26.445,0.0,0.0,0.0,0.0
15:00:26.557,0.0,0.0,0.0,0.0
15:00:26.560,0.0,0.0,0.0,0.0
15:00:26.672,0.0,0.0,0.0,0.0
15:00:26.675,0.0,0.0,0.0,0.0
15:00:26.786,0.0,0.0,0.0,0.0
15:00:26.789,0.0,0.0,0.0,0.0
15:00:26.901,0.0,0.0,0.0,0.0
15:00:26.904,0.0,0.0,0.0,0.0
15:00:27.016,0.0,0.0,0.0,0.0
15:00:27.018,0.0,0.0,0.0,0.0
15:00:27.130,0.0,0.0,0.0,0.0
15:00:27.133,0.0,0.0,0.0,0.0
15:00:27.245,0.0,0.0,0.0,0.0
15:00:27.248,0.0,0.0,0.0,0.0
15:00:27.360,0.0,0.0,0.0,0.0
15:00:27.362,0.0,0.0,0.0,0.0
15:00:27.474,0.0,0.0,0.0,0.0
15:00:27.477,0.0,0.0,0.0,0.0
15:00:27.589,0.0,0.0,0.0,0.0
15:00:27.592,0.0,0.0,0.0,0.0
15:00:27.704,0.0,0.0,0.0,0.0
15:00:27.707,0.0,0.0,0.0,0.0
15:00:27.818,0.0,0.0,0.0,0.0
15:00:27.821,0.0,0.0,0.0,0.0
15:00:27.933,0.0,0.0,0.0,0.0
15:00:27.936,0.0,0.0,0.0,0.0
15:00:28.048,0.0,0.0,0.0,0.0
15:00:28.050,0.0,0.0,0.0,0.0
15:00:28.162,0.0,0.0,0.0,0.0
15:00:28.165,0.0,0.0,0.0,0.0
15:00:28.277,-0.17,-0.01,-3.28,0.0
15:00:28.280,-0.17,-0.01,-3.28,-0.03
15:00:28.392,-0.17,-0.01,-3.28,-0.03
15:00:28.395,-0.17,-0.01,-3.28,-0.03
15:00:28.506,-0.17,-0.01,-3.28,-0.03
15:00:28.509,-0.17,-0.01,-3.28,-0.03
15:00:28.621,-0.16,0.02,-3.84,-0.03
15:00:28.624,-0.16,0.02,-3.84,-0.03
15:00:28.736,-0.16,0.02,-3.84,-0.03
15:00:28.738,-0.16,0.02,-3.84,-0.03
15:00:28.850,-0.16,0.02,-3.84,-0.03
15:00:28.854,-0.16,0.02,-3.84,-0.03
15:00:28.965,-0.21,-0.07,-4.33,-0.03
15:00:28.968,-0.21,-0.07,-4.33,-0.04
15:00:29.080,0.02,-0.09,-4.71,-0.04
15:00:29.083,0.02,-0.09,-4.71,-0.04
15:00:29.194,0.02,-0.09,-4.71,-0.04
15:00:29.197,0.02,-0.09,-4.71,-0.04
15:00:29.309,0.02,-0.09,-4.71,-0.04
15:00:29.312,0.02,-0.09,-4.71,-0.04
15:00:29.424,-0.25,-0.12,-5.05,-0.04
15:00:29.427,-0.25,-0.12,-5.05,-0.04
15:00:29.538,-0.25,-0.12,-5.05,-0.04
15:00:29.541,-0.25,-0.12,-5.05,-0.04
15:00:29.653,0.04,-0.38,-5.66,-0.04
15:00:29.656,0.04,-0.38,-5.66,-0.05
15:00:29.768,0.04,-0.38,-5.66,-0.05
15:00:29.771,0.04,-0.38,-5.66,-0.05
15:00:29.882,0.04,-0.38,-5.66,-0.05
15:00:29.885,0.04,-0.38,-5.66,-0.05
15:00:29.997,0.04,-0.38,-5.66,-0.05
15:00:30.000,0.04,-0.38,-5.66,-0.05
15:00:30.112,0.04,-0.38,-5.66,-0.05
15:00:30.115,0.04,-0.38,-5.66,-0.05
15:00:30.226,0.04,-0.38,-5.66,-0.05
15:00:30.229,0.04,-0.38,-5.66,-0.05
15:00:30.342,0.04,-0.38,-5.66,-0.05
15:00:30.345,0.04,-0.38,-5.66,-0.05
15:00:30.456,0.04,-0.04,-6.76,-0.05
15:00:30.459,0.04,-0.04,-6.76,-0.07
15:00:30.570,0.04,-0.04,-6.76,-0.07
15:00:30.573,0.04,-0.04,-6.76,-0.07
15:00:30.693,0.04,-0.04,-6.76,-0.07
15:00:30.697,0.04,-0.04,-6.76,-0.07
15:00:30.808,0.04,-0.04,-6.76,-0.07
15:00:30.815,0.04,-0.04,-6.76,-0.07
15:00:30.919,0.04,-0.04,-6.76,-0.07
15:00:30.927,0.04,-0.04,-6.76,-0.07
15:00:31.040,-0.02,0.08,-7.73,-0.07
15:00:31.051,-0.02,0.08,-7.73,-0.07
15:00:31.152,-0.02,0.08,-7.73,-0.07
15:00:31.162,-0.02,0.08,-7.73,-0.07
